order_id,order_date,customer_id,company_name,product_id,product_name,category_id,unit_price,quantity,discount,total_sales,year,month,year_month,season,discounted_unit_price,total_quantity,customer_segment
10254,1996-07-11,CHOPS,Chop-suey Chinese,74,Longlife Tofu,7,8.0,21,0.0,168.0,1996,7,1996-07,Summer,8.0,21,High Value
10255,1996-07-12,RICSU,Richter Supermarkt,2,Chang,1,15.2,20,0.0,304.0,1996,7,1996-07,Summer,15.2,20,High Value
10255,1996-07-12,RICSU,Richter Supermarkt,16,Pavlova,3,13.9,35,0.0,486.5,1996,7,1996-07,Summer,13.9,35,High Value
10255,1996-07-12,RICSU,Richter Supermarkt,36,Inlagd Sill,8,15.2,25,0.0,380.0,1996,7,1996-07,Summer,15.2,25,High Value
10255,1996-07-12,RICSU,Richter Supermarkt,59,Raclette Courdavault,4,44.0,30,0.0,1320.0,1996,7,1996-07,Summer,44.0,30,High Value
10256,1996-07-15,WELLI,Wellington Importadora,53,Perth Pasties,6,26.2,15,0.0,393.0,1996,7,1996-07,Summer,26.2,15,High Value
10256,1996-07-15,WELLI,Wellington Importadora,77,Original Frankfurter grüne Soße,2,10.4,12,0.0,124.80000000000001,1996,7,1996-07,Summer,10.4,12,High Value
10257,1996-07-16,HILAA,HILARION-Abastos,27,Schoggi Schokolade,3,35.1,25,0.0,877.5,1996,7,1996-07,Summer,35.1,25,High Value
10257,1996-07-16,HILAA,HILARION-Abastos,39,Chartreuse verte,1,14.4,6,0.0,86.4,1996,7,1996-07,Summer,14.4,6,High Value
10257,1996-07-16,HILAA,HILARION-Abastos,77,Original Frankfurter grüne Soße,2,10.4,15,0.0,156.0,1996,7,1996-07,Summer,10.4,15,High Value
10258,1996-07-17,ERNSH,Ernst Handel,2,Chang,1,15.2,50,0.2,608.0,1996,7,1996-07,Summer,12.16,50,High Value
10258,1996-07-17,ERNSH,Ernst Handel,5,Chef Anton's Gumbo Mix,2,17.0,65,0.2,884.0,1996,7,1996-07,Summer,13.600000000000001,65,High Value
10258,1996-07-17,ERNSH,Ernst Handel,32,Mascarpone Fabioli,4,25.6,6,0.2,122.88000000000002,1996,7,1996-07,Summer,20.480000000000004,6,High Value
10259,1996-07-18,CENTC,Centro comercial Moctezuma,21,Sir Rodney's Scones,3,8.0,10,0.0,80.0,1996,7,1996-07,Summer,8.0,10,Low Value
10259,1996-07-18,CENTC,Centro comercial Moctezuma,37,Gravad lax,8,20.8,1,0.0,20.8,1996,7,1996-07,Summer,20.8,1,Low Value
10260,1996-07-19,OTTIK,Ottilies Käseladen,41,Jack's New England Clam Chowder,8,7.7,16,0.25,92.4,1996,7,1996-07,Summer,5.775,16,High Value
10260,1996-07-19,OTTIK,Ottilies Käseladen,57,Ravioli Angelo,5,15.6,50,0.0,780.0,1996,7,1996-07,Summer,15.6,50,High Value
10260,1996-07-19,OTTIK,Ottilies Käseladen,62,Tarte au sucre,3,39.4,15,0.25,443.25,1996,7,1996-07,Summer,29.549999999999997,15,High Value
10260,1996-07-19,OTTIK,Ottilies Käseladen,70,Outback Lager,1,12.0,21,0.25,189.0,1996,7,1996-07,Summer,9.0,21,High Value
10261,1996-07-19,QUEDE,Que Delícia,21,Sir Rodney's Scones,3,8.0,20,0.0,160.0,1996,7,1996-07,Summer,8.0,20,High Value
10261,1996-07-19,QUEDE,Que Delícia,35,Steeleye Stout,1,14.4,20,0.0,288.0,1996,7,1996-07,Summer,14.4,20,High Value
10262,1996-07-22,RATTC,Rattlesnake Canyon Grocery,5,Chef Anton's Gumbo Mix,2,17.0,12,0.2,163.20000000000002,1996,7,1996-07,Summer,13.600000000000001,12,High Value
10262,1996-07-22,RATTC,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,7,24.0,15,0.0,360.0,1996,7,1996-07,Summer,24.0,15,High Value
10262,1996-07-22,RATTC,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,5,30.4,2,0.0,60.8,1996,7,1996-07,Summer,30.4,2,High Value
10263,1996-07-23,ERNSH,Ernst Handel,16,Pavlova,3,13.9,60,0.25,625.5,1996,7,1996-07,Summer,10.425,60,High Value
10263,1996-07-23,ERNSH,Ernst Handel,24,Guaraná Fantástica,1,3.6,28,0.0,100.8,1996,7,1996-07,Summer,3.6,28,High Value
10263,1996-07-23,ERNSH,Ernst Handel,30,Nord-Ost Matjeshering,8,20.7,60,0.25,931.5,1996,7,1996-07,Summer,15.524999999999999,60,High Value
10263,1996-07-23,ERNSH,Ernst Handel,74,Longlife Tofu,7,8.0,36,0.25,216.0,1996,7,1996-07,Summer,6.0,36,High Value
10264,1996-07-24,FOLKO,Folk och fä HB,2,Chang,1,15.2,35,0.0,532.0,1996,7,1996-07,Summer,15.2,35,High Value
10264,1996-07-24,FOLKO,Folk och fä HB,41,Jack's New England Clam Chowder,8,7.7,25,0.15,163.625,1996,7,1996-07,Summer,6.545,25,High Value
10265,1996-07-25,BLONP,Blondesddsl père et fils,17,Alice Mutton,6,31.2,30,0.0,936.0,1996,7,1996-07,Summer,31.2,30,High Value
10265,1996-07-25,BLONP,Blondesddsl père et fils,70,Outback Lager,1,12.0,20,0.0,240.0,1996,7,1996-07,Summer,12.0,20,High Value
10266,1996-07-26,WARTH,Wartian Herkku,12,Queso Manchego La Pastora,4,30.4,12,0.05,346.55999999999995,1996,7,1996-07,Summer,28.88,12,High Value
10267,1996-07-29,FRANK,Frankenversand,40,Boston Crab Meat,8,14.7,50,0.0,735.0,1996,7,1996-07,Summer,14.7,50,High Value
10267,1996-07-29,FRANK,Frankenversand,59,Raclette Courdavault,4,44.0,70,0.15,2618.0,1996,7,1996-07,Summer,37.4,70,High Value
10267,1996-07-29,FRANK,Frankenversand,76,Lakkalikööri,1,14.4,15,0.15,183.6,1996,7,1996-07,Summer,12.24,15,High Value
10268,1996-07-30,GROSR,GROSELLA-Restaurante,29,Thüringer Rostbratwurst,6,99.0,10,0.0,990.0,1996,7,1996-07,Summer,99.0,10,Medium Value
10268,1996-07-30,GROSR,GROSELLA-Restaurante,72,Mozzarella di Giovanni,4,27.8,4,0.0,111.2,1996,7,1996-07,Summer,27.8,4,Medium Value
10269,1996-07-31,WHITC,White Clover Markets,33,Geitost,4,2.0,60,0.05,114.0,1996,7,1996-07,Summer,1.9,60,High Value
10269,1996-07-31,WHITC,White Clover Markets,72,Mozzarella di Giovanni,4,27.8,20,0.05,528.1999999999999,1996,7,1996-07,Summer,26.41,20,High Value
10270,1996-08-01,WARTH,Wartian Herkku,36,Inlagd Sill,8,15.2,30,0.0,456.0,1996,8,1996-08,Summer,15.2,30,High Value
10270,1996-08-01,WARTH,Wartian Herkku,43,Ipoh Coffee,1,36.8,25,0.0,919.9999999999999,1996,8,1996-08,Summer,36.8,25,High Value
10271,1996-08-01,SPLIR,Split Rail Beer & Ale,33,Geitost,4,2.0,24,0.0,48.0,1996,8,1996-08,Summer,2.0,24,High Value
10272,1996-08-02,RATTC,Rattlesnake Canyon Grocery,20,Sir Rodney's Marmalade,3,64.8,6,0.0,388.79999999999995,1996,8,1996-08,Summer,64.8,6,High Value
10272,1996-08-02,RATTC,Rattlesnake Canyon Grocery,31,Gorgonzola Telino,4,10.0,40,0.0,400.0,1996,8,1996-08,Summer,10.0,40,High Value
10272,1996-08-02,RATTC,Rattlesnake Canyon Grocery,72,Mozzarella di Giovanni,4,27.8,24,0.0,667.2,1996,8,1996-08,Summer,27.8,24,High Value
10273,1996-08-05,QUICK,QUICK-Stop,10,Ikura,8,24.8,24,0.05,565.44,1996,8,1996-08,Summer,23.56,24,High Value
10273,1996-08-05,QUICK,QUICK-Stop,31,Gorgonzola Telino,4,10.0,15,0.05,142.5,1996,8,1996-08,Summer,9.5,15,High Value
10273,1996-08-05,QUICK,QUICK-Stop,33,Geitost,4,2.0,20,0.0,40.0,1996,8,1996-08,Summer,2.0,20,High Value
10273,1996-08-05,QUICK,QUICK-Stop,40,Boston Crab Meat,8,14.7,60,0.05,837.9,1996,8,1996-08,Summer,13.964999999999998,60,High Value
10273,1996-08-05,QUICK,QUICK-Stop,76,Lakkalikööri,1,14.4,33,0.05,451.43999999999994,1996,8,1996-08,Summer,13.68,33,High Value
10274,1996-08-06,VINET,Vins et alcools Chevalier,71,Flotemysost,4,17.2,20,0.0,344.0,1996,8,1996-08,Summer,17.2,20,Medium Value
10274,1996-08-06,VINET,Vins et alcools Chevalier,72,Mozzarella di Giovanni,4,27.8,7,0.0,194.6,1996,8,1996-08,Summer,27.8,7,Medium Value
10275,1996-08-07,MAGAA,Magazzini Alimentari Riuniti,24,Guaraná Fantástica,1,3.6,12,0.05,41.04,1996,8,1996-08,Summer,3.42,12,High Value
10275,1996-08-07,MAGAA,Magazzini Alimentari Riuniti,59,Raclette Courdavault,4,44.0,6,0.05,250.79999999999998,1996,8,1996-08,Summer,41.8,6,High Value
10276,1996-08-08,TORTU,Tortuga Restaurante,10,Ikura,8,24.8,15,0.0,372.0,1996,8,1996-08,Summer,24.8,15,High Value
10276,1996-08-08,TORTU,Tortuga Restaurante,13,Konbu,8,4.8,10,0.0,48.0,1996,8,1996-08,Summer,4.8,10,High Value
10277,1996-08-09,MORGK,Morgenstern Gesundkost,28,Rössle Sauerkraut,7,36.4,20,0.0,728.0,1996,8,1996-08,Summer,36.4,20,High Value
10277,1996-08-09,MORGK,Morgenstern Gesundkost,62,Tarte au sucre,3,39.4,12,0.0,472.79999999999995,1996,8,1996-08,Summer,39.4,12,High Value
10278,1996-08-12,BERGS,Berglunds snabbköp,44,Gula Malacca,2,15.5,16,0.0,248.0,1996,8,1996-08,Summer,15.5,16,High Value
10278,1996-08-12,BERGS,Berglunds snabbköp,59,Raclette Courdavault,4,44.0,15,0.0,660.0,1996,8,1996-08,Summer,44.0,15,High Value
10278,1996-08-12,BERGS,Berglunds snabbköp,63,Vegie-spread,2,35.1,8,0.0,280.8,1996,8,1996-08,Summer,35.1,8,High Value
10278,1996-08-12,BERGS,Berglunds snabbköp,73,Röd Kaviar,8,12.0,25,0.0,300.0,1996,8,1996-08,Summer,12.0,25,High Value
10279,1996-08-13,LEHMS,Lehmanns Marktstand,17,Alice Mutton,6,31.2,15,0.25,351.0,1996,8,1996-08,Summer,23.4,15,High Value
10280,1996-08-14,BERGS,Berglunds snabbköp,24,Guaraná Fantástica,1,3.6,12,0.0,43.2,1996,8,1996-08,Summer,3.6,12,High Value
10280,1996-08-14,BERGS,Berglunds snabbköp,55,Pâté chinois,6,19.2,20,0.0,384.0,1996,8,1996-08,Summer,19.2,20,High Value
10280,1996-08-14,BERGS,Berglunds snabbköp,75,Rhönbräu Klosterbier,1,6.2,30,0.0,186.0,1996,8,1996-08,Summer,6.2,30,High Value
10281,1996-08-14,ROMEY,Romero y tomillo,19,Teatime Chocolate Biscuits,3,7.3,1,0.0,7.3,1996,8,1996-08,Summer,7.3,1,Medium Value
10281,1996-08-14,ROMEY,Romero y tomillo,24,Guaraná Fantástica,1,3.6,6,0.0,21.6,1996,8,1996-08,Summer,3.6,6,Medium Value
10281,1996-08-14,ROMEY,Romero y tomillo,35,Steeleye Stout,1,14.4,4,0.0,57.6,1996,8,1996-08,Summer,14.4,4,Medium Value
10282,1996-08-15,ROMEY,Romero y tomillo,30,Nord-Ost Matjeshering,8,20.7,6,0.0,124.19999999999999,1996,8,1996-08,Summer,20.7,6,Medium Value
10282,1996-08-15,ROMEY,Romero y tomillo,57,Ravioli Angelo,5,15.6,2,0.0,31.2,1996,8,1996-08,Summer,15.6,2,Medium Value
10283,1996-08-16,LILAS,LILA-Supermercado,15,Genen Shouyu,2,12.4,20,0.0,248.0,1996,8,1996-08,Summer,12.4,20,High Value
10283,1996-08-16,LILAS,LILA-Supermercado,19,Teatime Chocolate Biscuits,3,7.3,18,0.0,131.4,1996,8,1996-08,Summer,7.3,18,High Value
10283,1996-08-16,LILAS,LILA-Supermercado,60,Camembert Pierrot,4,27.2,35,0.0,952.0,1996,8,1996-08,Summer,27.2,35,High Value
10283,1996-08-16,LILAS,LILA-Supermercado,72,Mozzarella di Giovanni,4,27.8,3,0.0,83.4,1996,8,1996-08,Summer,27.8,3,High Value
10284,1996-08-19,LEHMS,Lehmanns Marktstand,27,Schoggi Schokolade,3,35.1,15,0.25,394.875,1996,8,1996-08,Summer,26.325000000000003,15,High Value
10284,1996-08-19,LEHMS,Lehmanns Marktstand,44,Gula Malacca,2,15.5,21,0.0,325.5,1996,8,1996-08,Summer,15.5,21,High Value
10284,1996-08-19,LEHMS,Lehmanns Marktstand,60,Camembert Pierrot,4,27.2,20,0.25,408.0,1996,8,1996-08,Summer,20.4,20,High Value
10284,1996-08-19,LEHMS,Lehmanns Marktstand,67,Laughing Lumberjack Lager,1,11.2,5,0.25,42.0,1996,8,1996-08,Summer,8.399999999999999,5,High Value
10285,1996-08-20,QUICK,QUICK-Stop,1,Chai,1,14.4,45,0.2,518.4,1996,8,1996-08,Summer,11.520000000000001,45,High Value
10285,1996-08-20,QUICK,QUICK-Stop,40,Boston Crab Meat,8,14.7,40,0.2,470.40000000000003,1996,8,1996-08,Summer,11.76,40,High Value
10285,1996-08-20,QUICK,QUICK-Stop,53,Perth Pasties,6,26.2,36,0.2,754.56,1996,8,1996-08,Summer,20.96,36,High Value
10286,1996-08-21,QUICK,QUICK-Stop,35,Steeleye Stout,1,14.4,100,0.0,1440.0,1996,8,1996-08,Summer,14.4,100,High Value
10286,1996-08-21,QUICK,QUICK-Stop,62,Tarte au sucre,3,39.4,40,0.0,1576.0,1996,8,1996-08,Summer,39.4,40,High Value
10287,1996-08-22,RICAR,Ricardo Adocicados,16,Pavlova,3,13.9,40,0.15,472.59999999999997,1996,8,1996-08,Summer,11.815,40,High Value
10287,1996-08-22,RICAR,Ricardo Adocicados,34,Sasquatch Ale,1,11.2,20,0.0,224.0,1996,8,1996-08,Summer,11.2,20,High Value
10287,1996-08-22,RICAR,Ricardo Adocicados,46,Spegesild,8,9.6,15,0.15,122.39999999999999,1996,8,1996-08,Summer,8.16,15,High Value
10288,1996-08-23,REGGC,Reggiani Caseifici,54,Tourtière,6,5.9,10,0.1,53.1,1996,8,1996-08,Summer,5.3100000000000005,10,High Value
10288,1996-08-23,REGGC,Reggiani Caseifici,68,Scottish Longbreads,3,10.0,3,0.1,27.0,1996,8,1996-08,Summer,9.0,3,High Value
10289,1996-08-26,BSBEV,B's Beverages,3,Aniseed Syrup,2,8.0,30,0.0,240.0,1996,8,1996-08,Summer,8.0,30,High Value
10289,1996-08-26,BSBEV,B's Beverages,64,Wimmers gute Semmelknödel,5,26.6,9,0.0,239.4,1996,8,1996-08,Summer,26.6,9,High Value
10290,1996-08-27,COMMI,Comércio Mineiro,5,Chef Anton's Gumbo Mix,2,17.0,20,0.0,340.0,1996,8,1996-08,Summer,17.0,20,Medium Value
10290,1996-08-27,COMMI,Comércio Mineiro,29,Thüringer Rostbratwurst,6,99.0,15,0.0,1485.0,1996,8,1996-08,Summer,99.0,15,Medium Value
10290,1996-08-27,COMMI,Comércio Mineiro,49,Maxilaku,3,16.0,15,0.0,240.0,1996,8,1996-08,Summer,16.0,15,Medium Value
10290,1996-08-27,COMMI,Comércio Mineiro,77,Original Frankfurter grüne Soße,2,10.4,10,0.0,104.0,1996,8,1996-08,Summer,10.4,10,Medium Value
10291,1996-08-27,QUEDE,Que Delícia,13,Konbu,8,4.8,20,0.1,86.4,1996,8,1996-08,Summer,4.32,20,High Value
10291,1996-08-27,QUEDE,Que Delícia,44,Gula Malacca,2,15.5,24,0.1,334.8,1996,8,1996-08,Summer,13.950000000000001,24,High Value
10291,1996-08-27,QUEDE,Que Delícia,51,Manjimup Dried Apples,7,42.4,2,0.1,76.32,1996,8,1996-08,Summer,38.16,2,High Value
10292,1996-08-28,TRADH,Tradição Hipermercados,20,Sir Rodney's Marmalade,3,64.8,20,0.0,1296.0,1996,8,1996-08,Summer,64.8,20,High Value
10293,1996-08-29,TORTU,Tortuga Restaurante,18,Carnarvon Tigers,8,50.0,12,0.0,600.0,1996,8,1996-08,Summer,50.0,12,High Value
10293,1996-08-29,TORTU,Tortuga Restaurante,24,Guaraná Fantástica,1,3.6,10,0.0,36.0,1996,8,1996-08,Summer,3.6,10,High Value
10293,1996-08-29,TORTU,Tortuga Restaurante,63,Vegie-spread,2,35.1,5,0.0,175.5,1996,8,1996-08,Summer,35.1,5,High Value
10293,1996-08-29,TORTU,Tortuga Restaurante,75,Rhönbräu Klosterbier,1,6.2,6,0.0,37.2,1996,8,1996-08,Summer,6.2,6,High Value
10294,1996-08-30,RATTC,Rattlesnake Canyon Grocery,1,Chai,1,14.4,18,0.0,259.2,1996,8,1996-08,Summer,14.4,18,High Value
10294,1996-08-30,RATTC,Rattlesnake Canyon Grocery,17,Alice Mutton,6,31.2,15,0.0,468.0,1996,8,1996-08,Summer,31.2,15,High Value
10294,1996-08-30,RATTC,Rattlesnake Canyon Grocery,43,Ipoh Coffee,1,36.8,15,0.0,552.0,1996,8,1996-08,Summer,36.8,15,High Value
10294,1996-08-30,RATTC,Rattlesnake Canyon Grocery,60,Camembert Pierrot,4,27.2,21,0.0,571.1999999999999,1996,8,1996-08,Summer,27.2,21,High Value
10294,1996-08-30,RATTC,Rattlesnake Canyon Grocery,75,Rhönbräu Klosterbier,1,6.2,6,0.0,37.2,1996,8,1996-08,Summer,6.2,6,High Value
10295,1996-09-02,VINET,Vins et alcools Chevalier,56,Gnocchi di nonna Alice,5,30.4,4,0.0,121.6,1996,9,1996-09,Fall,30.4,4,Medium Value
10296,1996-09-03,LILAS,LILA-Supermercado,11,Queso Cabrales,4,16.8,12,0.0,201.60000000000002,1996,9,1996-09,Fall,16.8,12,High Value
10296,1996-09-03,LILAS,LILA-Supermercado,16,Pavlova,3,13.9,30,0.0,417.0,1996,9,1996-09,Fall,13.9,30,High Value
10296,1996-09-03,LILAS,LILA-Supermercado,69,Gudbrandsdalsost,4,28.8,15,0.0,432.0,1996,9,1996-09,Fall,28.8,15,High Value
10297,1996-09-04,BLONP,Blondesddsl père et fils,39,Chartreuse verte,1,14.4,60,0.0,864.0,1996,9,1996-09,Fall,14.4,60,High Value
10297,1996-09-04,BLONP,Blondesddsl père et fils,72,Mozzarella di Giovanni,4,27.8,20,0.0,556.0,1996,9,1996-09,Fall,27.8,20,High Value
10298,1996-09-05,HUNGO,Hungry Owl All-Night Grocers,2,Chang,1,15.2,40,0.0,608.0,1996,9,1996-09,Fall,15.2,40,High Value
10298,1996-09-05,HUNGO,Hungry Owl All-Night Grocers,36,Inlagd Sill,8,15.2,40,0.25,456.0,1996,9,1996-09,Fall,11.399999999999999,40,High Value
10298,1996-09-05,HUNGO,Hungry Owl All-Night Grocers,59,Raclette Courdavault,4,44.0,30,0.25,990.0,1996,9,1996-09,Fall,33.0,30,High Value
10298,1996-09-05,HUNGO,Hungry Owl All-Night Grocers,62,Tarte au sucre,3,39.4,15,0.0,591.0,1996,9,1996-09,Fall,39.4,15,High Value
10299,1996-09-06,RICAR,Ricardo Adocicados,19,Teatime Chocolate Biscuits,3,7.3,15,0.0,109.5,1996,9,1996-09,Fall,7.3,15,High Value
10299,1996-09-06,RICAR,Ricardo Adocicados,70,Outback Lager,1,12.0,20,0.0,240.0,1996,9,1996-09,Fall,12.0,20,High Value
10300,1996-09-09,MAGAA,Magazzini Alimentari Riuniti,66,Louisiana Hot Spiced Okra,2,13.6,30,0.0,408.0,1996,9,1996-09,Fall,13.6,30,High Value
10300,1996-09-09,MAGAA,Magazzini Alimentari Riuniti,68,Scottish Longbreads,3,10.0,20,0.0,200.0,1996,9,1996-09,Fall,10.0,20,High Value
10301,1996-09-09,WANDK,Die Wandernde Kuh,40,Boston Crab Meat,8,14.7,10,0.0,147.0,1996,9,1996-09,Fall,14.7,10,High Value
10301,1996-09-09,WANDK,Die Wandernde Kuh,56,Gnocchi di nonna Alice,5,30.4,20,0.0,608.0,1996,9,1996-09,Fall,30.4,20,High Value
10302,1996-09-10,SUPRD,Suprêmes délices,17,Alice Mutton,6,31.2,40,0.0,1248.0,1996,9,1996-09,Fall,31.2,40,High Value
10302,1996-09-10,SUPRD,Suprêmes délices,28,Rössle Sauerkraut,7,36.4,28,0.0,1019.1999999999999,1996,9,1996-09,Fall,36.4,28,High Value
10302,1996-09-10,SUPRD,Suprêmes délices,43,Ipoh Coffee,1,36.8,12,0.0,441.59999999999997,1996,9,1996-09,Fall,36.8,12,High Value
10303,1996-09-11,GODOS,Godos Cocina Típica,40,Boston Crab Meat,8,14.7,40,0.1,529.2,1996,9,1996-09,Fall,13.23,40,High Value
10303,1996-09-11,GODOS,Godos Cocina Típica,65,Louisiana Fiery Hot Pepper Sauce,2,16.8,30,0.1,453.6,1996,9,1996-09,Fall,15.120000000000001,30,High Value
10303,1996-09-11,GODOS,Godos Cocina Típica,68,Scottish Longbreads,3,10.0,15,0.1,135.0,1996,9,1996-09,Fall,9.0,15,High Value
10304,1996-09-12,TORTU,Tortuga Restaurante,49,Maxilaku,3,16.0,30,0.0,480.0,1996,9,1996-09,Fall,16.0,30,High Value
10304,1996-09-12,TORTU,Tortuga Restaurante,59,Raclette Courdavault,4,44.0,10,0.0,440.0,1996,9,1996-09,Fall,44.0,10,High Value
10304,1996-09-12,TORTU,Tortuga Restaurante,71,Flotemysost,4,17.2,2,0.0,34.4,1996,9,1996-09,Fall,17.2,2,High Value
10305,1996-09-13,OLDWO,Old World Delicatessen,18,Carnarvon Tigers,8,50.0,25,0.1,1125.0,1996,9,1996-09,Fall,45.0,25,High Value
10305,1996-09-13,OLDWO,Old World Delicatessen,29,Thüringer Rostbratwurst,6,99.0,25,0.1,2227.5,1996,9,1996-09,Fall,89.10000000000001,25,High Value
10305,1996-09-13,OLDWO,Old World Delicatessen,39,Chartreuse verte,1,14.4,30,0.1,388.8,1996,9,1996-09,Fall,12.96,30,High Value
10306,1996-09-16,ROMEY,Romero y tomillo,30,Nord-Ost Matjeshering,8,20.7,10,0.0,207.0,1996,9,1996-09,Fall,20.7,10,Medium Value
10306,1996-09-16,ROMEY,Romero y tomillo,53,Perth Pasties,6,26.2,10,0.0,262.0,1996,9,1996-09,Fall,26.2,10,Medium Value
10306,1996-09-16,ROMEY,Romero y tomillo,54,Tourtière,6,5.9,5,0.0,29.5,1996,9,1996-09,Fall,5.9,5,Medium Value
10307,1996-09-17,LONEP,Lonesome Pine Restaurant,62,Tarte au sucre,3,39.4,10,0.0,394.0,1996,9,1996-09,Fall,39.4,10,Medium Value
10307,1996-09-17,LONEP,Lonesome Pine Restaurant,68,Scottish Longbreads,3,10.0,3,0.0,30.0,1996,9,1996-09,Fall,10.0,3,Medium Value
10308,1996-09-18,ANATR,Ana Trujillo Emparedados y helados,69,Gudbrandsdalsost,4,28.8,1,0.0,28.8,1996,9,1996-09,Fall,28.8,1,Medium Value
10308,1996-09-18,ANATR,Ana Trujillo Emparedados y helados,70,Outback Lager,1,12.0,5,0.0,60.0,1996,9,1996-09,Fall,12.0,5,Medium Value
10309,1996-09-19,HUNGO,Hungry Owl All-Night Grocers,4,Chef Anton's Cajun Seasoning,2,17.6,20,0.0,352.0,1996,9,1996-09,Fall,17.6,20,High Value
10309,1996-09-19,HUNGO,Hungry Owl All-Night Grocers,6,Grandma's Boysenberry Spread,2,20.0,30,0.0,600.0,1996,9,1996-09,Fall,20.0,30,High Value
10309,1996-09-19,HUNGO,Hungry Owl All-Night Grocers,42,Singaporean Hokkien Fried Mee,5,11.2,2,0.0,22.4,1996,9,1996-09,Fall,11.2,2,High Value
10309,1996-09-19,HUNGO,Hungry Owl All-Night Grocers,43,Ipoh Coffee,1,36.8,20,0.0,736.0,1996,9,1996-09,Fall,36.8,20,High Value
10309,1996-09-19,HUNGO,Hungry Owl All-Night Grocers,71,Flotemysost,4,17.2,3,0.0,51.599999999999994,1996,9,1996-09,Fall,17.2,3,High Value
10310,1996-09-20,THEBI,The Big Cheese,16,Pavlova,3,13.9,10,0.0,139.0,1996,9,1996-09,Fall,13.9,10,Medium Value
10310,1996-09-20,THEBI,The Big Cheese,62,Tarte au sucre,3,39.4,5,0.0,197.0,1996,9,1996-09,Fall,39.4,5,Medium Value
10311,1996-09-20,DUMON,Du monde entier,42,Singaporean Hokkien Fried Mee,5,11.2,6,0.0,67.19999999999999,1996,9,1996-09,Fall,11.2,6,Medium Value
10311,1996-09-20,DUMON,Du monde entier,69,Gudbrandsdalsost,4,28.8,7,0.0,201.6,1996,9,1996-09,Fall,28.8,7,Medium Value
